id,user_id,page_name,page_path,session_id,ip_address,user_agent,viewed_at,duration_seconds,left_at
238,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:28.213333,,
239,1,State Legislation Overview,/state-legislation,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:28.656666,,
240,1,State Legislation Overview,/state-legislation,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:29.196666,,
241,1,State Legislation - California,/state/california,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:31.680000,,
242,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:35.920000,,
243,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:36.346666,,
244,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:39.610000,,
245,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:41.210000,,
246,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:44.446666,,
247,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:44.886666,,
248,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:47.383333,,
249,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:52.380000,,
250,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:54.843333,,
251,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:57.366666,,
252,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:29:59.870000,,
253,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:30:00.843333,,
254,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:30:03.670000,,
255,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:33:13.796666,,
256,1,Homepage,/,session-1754493043588-5x8hjf8o4,,,2025-08-06T15:33:14.320000,,
257,1,Homepage,/,session-1754494393430-1xipck7dj,,,2025-08-06T15:33:16.933333,,
258,1,Homepage,/,session-1754494393430-1xipck7dj,,,2025-08-06T15:33:18.890000,,
259,1,Homepage,/,session-1754494393430-1xipck7dj,,,2025-08-06T15:33:19.323333,,
260,1,Homepage,/,session-1754494510523-71ijsc54f,,,2025-08-06T15:35:14.693333,,
261,1,Homepage,/,session-1754494510523-71ijsc54f,,,2025-08-06T15:35:15.120000,,
262,1,Homepage,/,session-1754494514284-t2p54sk15,,,2025-08-06T15:35:18.056666,,
263,1,Homepage,/,session-1754494514284-t2p54sk15,,,2025-08-06T15:35:18.516666,,
264,1,Homepage,/,session-1754494524136-de6wrek6d,,,2025-08-06T15:35:26.106666,,
